ID,TRACTCE10,GEOID10,NAME10,NAMELSAD10,Long,Lat,State,County,Smoking,Binge Drinking,Physical Inactivity,Sleep<7hours,Opioid Overdose,High Cholesterol,Obesity,High Blood Pressure,Depression,Kidney Diseases,Land Surface Temperature,Air Temperature,Solar_DNI,Wind Speed,Precipitation,Socioeconomic Status,Household Composition & Disability,Minority Status & Language,Housing Type & Transportation,Aerosol ,Nitrogen Dioxide ,Carbon Monoxide ,Sulfur Dioxide ,Formaldehyde ,Ozone ,Diabetes
733,835800,17031835800,8358,Census Tract 8358,-87.618719,41.813046,ILLINOIS,Cook,21,11.3,11.7,44.7,6.345177665,25.3,42.4,39,15.4,3.3,22.926,10.7304,1517.48999,4.18333,81.3475,0.801881,0.673829,0.778473,0.336962,-0.451843,0.000171417,0.0340964,0.000384841,0.000105136,0.144713,13.5
735,836000,17031836000,8360,Census Tract 8360,-87.611684,41.814004,ILLINOIS,Cook,15.9,11.6,9.5,42.7,18.37390905,25.4,39.3,37.3,13.9,3,20.988,10.70165,1510.310059,4.18333,81.3758,0.791176,0.681147,0.557957,0.397358,-0.451843,0.000171417,0.0340964,0.000384841,0.000105136,0.144713,12.2
401,360200,17031360200,3602,Census Tract 3602,-87.609905,41.826876,ILLINOIS,Cook,19.1,11.4,10.5,44.8,27.72002772,24,40.9,36.3,15.7,3,19.054,10.709185,1499.719971,4.19167,81.0342,0.831655,0.701041,0.743181,0.328793,-0.472902,0.000169203,0.0340947,0.000381911,0.000105574,0.144733,12
402,380100,17031380100,3801,Census Tract 3801,-87.6101,41.820197,ILLINOIS,Cook,21.7,8.9,15.4,43.4,67.56756757,33.6,43.6,50.4,14.8,5.5,20.648,10.70165,1503.369995,4.19167,81.3758,0.839078,0.495977,0.935356,0.796625,-0.472902,0.000169203,0.0340947,0.000381911,0.000105574,0.144733,21.2
740,836500,17031836500,8365,Census Tract 8365,-87.600638,41.828277,ILLINOIS,Cook,18,11.7,9.8,43.5,46.79144385,24.3,39.4,36,14.8,2.9,19.054,10.64625,1493.079956,4.19167,81.0375,0.792644,0.51896,0.787403,0.33169,-0.472902,0.000169203,0.0340947,0.000381911,0.000105574,0.144733,11.6
219,190200,17031190200,1902,Census Tract 1902,-87.751649,41.935114,ILLINOIS,Cook,15.1,14.8,10.1,33.6,20.50230651,27.5,32.3,25.7,15.1,2.6,24.454,10.50165,1543.51001,4.23333,81.3625,0.665291,0.95089,0.682566,0.297339,-0.413046,0.000162229,0.0340933,0.000212728,0.000100449,0.145018,10.5
664,730100,17031730100,7301,Census Tract 7301,-87.638426,41.725177,ILLINOIS,Cook,14.8,9.3,11.3,41,20.62706271,31.9,38.2,46.9,12.6,4.5,22.934,10.68585,1531.219971,4.15,81.4642,0.659308,0.515144,0.53568,0.823466,-0.473983,0.000165449,0.0340932,0.00027287,9.59E-05,0.144599,17.1
88,61800,17031061800,618,Census Tract 618,-87.647113,41.946489,ILLINOIS,Cook,8.8,19.8,4.7,29.4,17.98561151,19.8,22.5,16.7,16,1.3,19.486,10.472065,1495.52002,4.23333,79.2492,0.335194,0.242874,0.366959,0.055522,-0.482934,0.000163495,0.0340928,0.000239941,0.000110707,0.144963,4
89,61901,17031061900,619.01,Census Tract 619.01,-87.64346,41.943237,ILLINOIS,Cook,8.2,18.7,4.9,28.4,5.825808331,21.9,22.5,18.5,15.2,1.5,19.486,10.5071,1493.26001,4.23333,79.1342,0.293634,0.619213,0.138316,0.080194,-0.482934,0.000163495,0.0340928,0.000239941,0.000110707,0.144963,4.6
91,62000,17031062000,620,Census Tract 620,-87.647079,41.942577,ILLINOIS,Cook,6.5,21.8,3.4,27.2,11.6776956,16.8,20.2,12.8,15.2,0.9,19.486,10.536665,1495.52002,4.23333,79.28,0.052542,0.145944,0.213067,0.047023,-0.482934,0.000163495,0.0340928,0.000239941,0.000110707,0.144963,2.6
703,831700,17031831700,8317,Census Tract 8317,-87.745255,41.952651,ILLINOIS,Cook,14,15.4,8.7,32.4,14.45783133,27.6,29.6,25.1,15.2,2.4,23.396,10.462065,1545.209961,4.23333,80.81,0.921298,0.90296,0.511242,0.262892,-0.439516,0.00016126,0.0340924,0.000219812,0.000109563,0.145039,8.8
399,351400,17031351400,3514,Census Tract 3514,-87.624089,41.8274,ILLINOIS,Cook,24.4,9.2,16.8,45.8,62.63048017,31.2,46.4,49.4,16,5.5,23.732,10.741265,1514.390015,4.19167,80.9117,0.876774,0.80662,0.977723,0.582226,-0.428482,0.000177519,0.0340913,0.000344849,0.00010818,0.144708,21
400,351500,17031351500,3515,Census Tract 3515,-87.627746,41.827274,ILLINOIS,Cook,18.3,12.9,10.2,41.2,78.43137255,22.3,36.5,32,15.5,2.9,23.732,10.741265,1517.25,4.19167,80.9117,0.541955,0.755368,0.731911,0.140645,-0.428482,0.000177519,0.0340913,0.000344849,0.00010818,0.144708,10.9
64,50100,17031050100,501,Census Tract 501,-87.676373,41.957845,ILLINOIS,Cook,8.2,19.9,4.5,28,8.733624454,21.2,21.9,16.7,15.5,1.3,22.454,10.474165,1530.52002,4.23333,79.59,0.294202,0.375295,0.070404,0.131885,-0.447716,0.000164039,0.034091,0.000216127,0.000102138,0.144952,4
68,50600,17031050600,506,Census Tract 506,-87.676181,41.950547,ILLINOIS,Cook,7.8,20.5,4.2,28.1,4.828585225,20.3,22,15.9,15.5,1.2,23.438,10.493335,1535,4.23333,79.6342,0.185794,0.101598,0.173816,0.126558,-0.447716,0.000164039,0.034091,0.000216127,0.000102138,0.144952,3.7
78,60200,17031060200,602,Census Tract 602,-87.671517,41.957904,ILLINOIS,Cook,9.7,18.9,5.3,29.2,14.21127428,21.7,24,18.1,15.8,1.5,21.856,10.474165,1524.069946,4.23333,79.59,0.583902,0.656049,0.313211,0.079755,-0.447716,0.000164039,0.034091,0.000216127,0.000102138,0.144952,4.7
79,60300,17031060300,603,Census Tract 603,-87.671332,41.950606,ILLINOIS,Cook,7.8,20.9,4.1,27.8,7.044734061,19.8,21.2,15.2,15.5,1.2,22.674,10.493335,1529.119995,4.23333,79.6342,0.152433,0.340573,0.038366,0.060204,-0.447716,0.000164039,0.034091,0.000216127,0.000102138,0.144952,3.5
404,380500,17031380500,3805,Census Tract 3805,-87.627794,41.820099,ILLINOIS,Cook,29.9,9.7,16.6,48.9,26.59574468,25.5,48,43.3,18.4,4.3,23.548,10.769165,1519.26001,4.18333,81.2267,0.80008,0.51896,0.521502,0.290694,-0.435186,0.00017547,0.0340905,0.000363245,0.000107358,0.144701,16.7
405,380700,17031380700,3807,Census Tract 3807,-87.623768,41.813806,ILLINOIS,Cook,20.3,10.4,12.6,44.1,48.27031376,31.1,41.9,46.1,13.8,4.2,23.642,10.769165,1521.359985,4.18333,81.2267,0.83401,0.727676,0.832872,0.770759,-0.435186,0.00017547,0.0340905,0.000363245,0.000107358,0.144701,17.2
408,381500,17031381500,3815,Census Tract 3815,-87.622862,41.810193,ILLINOIS,Cook,22.9,9.9,13.8,45.5,210.9704641,26.6,45.5,42.5,16.4,4.1,23.642,10.782485,1521.359985,4.18333,81.5017,0.873631,0.490444,0.945144,0.380952,-0.435186,0.00017547,0.0340905,0.000363245,0.000107358,0.144701,16
732,835700,17031835700,8357,Census Tract 8357,-87.627598,41.812844,ILLINOIS,Cook,20.3,10.4,12.6,44.1,0,31.1,41.9,46.1,13.8,4.2,23.642,10.769165,1523.819946,4.18333,81.2267,0.371948,0.51896,0.560601,0.486243,-0.435186,0.00017547,0.0340905,0.000363245,0.000107358,0.144701,17.2
734,835900,17031835900,8359,Census Tract 8359,-87.621499,41.820166,ILLINOIS,Cook,21,9.8,13.4,43.9,42.80036686,29.3,42.2,45,14.9,4.6,23.548,10.769165,1514.72998,4.18333,81.2267,0.881885,0.690126,0.912109,0.624005,-0.435186,0.00017547,0.0340905,0.000363245,0.000107358,0.144701,17.3
553,611200,17031611200,6112,Census Tract 6112,-87.662441,41.804994,ILLINOIS,Cook,24.3,13,14.6,40.4,46.03399433,26.5,42,32.1,16.3,3.4,23.714,10.791265,1547.290039,4.175,81.4883,0.914152,0.959965,0.739277,0.281358,-0.400276,0.000175912,0.0340898,0.00023629,0.000108469,0.144677,14.5
554,611300,17031611300,6113,Census Tract 6113,-87.667304,41.804936,ILLINOIS,Cook,20.7,13.9,13.1,37.9,30.9336333,26.1,38.8,28.4,16.1,3.1,23.682,10.785835,1545.189941,4.175,81.655,0.954092,0.976921,0.805001,0.259707,-0.400276,0.000175912,0.0340898,0.00023629,0.000108469,0.144677,12.9
69,50700,17031050700,507,Census Tract 507,-87.676059,41.945071,ILLINOIS,Cook,8.1,20.4,4.3,28.2,0,20.6,22.2,16.2,15.5,1.3,23.438,10.52,1536.420044,4.23333,79.6642,0.044233,0.073768,0.137333,0.139313,-0.44032,0.000166523,0.0340884,0.000205261,0.000103839,0.144942,3.6
74,51200,17031051200,512,Census Tract 512,-87.675952,41.941421,ILLINOIS,Cook,7.6,21.4,4,27.8,13.19261214,19.1,21.8,14.5,15.6,1.1,23.708,10.52,1537.160034,4.225,79.6642,0.075281,0.177783,0.302495,0.112843,-0.44032,0.000166523,0.0340884,0.000205261,0.000103839,0.144942,3.2
96,62500,17031062500,625,Census Tract 625,-87.671107,41.941488,ILLINOIS,Cook,8.2,20.6,4.4,28.7,13.36005344,19.7,23,16.2,15.4,1.2,23.182,10.52,1528.02002,4.225,79.6642,0.191029,0.321132,0.157713,0.069279,-0.44032,0.000166523,0.0340884,0.000205261,0.000103839,0.144942,3.8
501,520200,17031520200,5202,Census Tract 5202,-87.539794,41.713802,ILLINOIS,Cook,18.7,13.3,13.4,36.6,15.71915117,28.5,38.2,30.5,15.7,3.5,20.434,10.751685,1487.589966,4.15,79.2675,0.956487,0.954679,0.796085,0.310945,-0.513473,0.000161166,0.0340875,0.000335441,0.000108209,0.144606,14.1
66,50300,17031050300,503,Census Tract 503,-87.691519,41.957678,ILLINOIS,Cook,9.7,17.5,5.7,29.3,0,25.3,24.2,21.2,15,1.8,22.698,10.502065,1540.180054,4.225,79.8542,0.626792,0.708207,0.11003,0.276223,-0.433324,0.000165151,0.0340856,0.000168796,0.000105402,0.144987,5.7
197,160601,17031160600,1606.01,Census Tract 1606.01,-87.702149,41.959532,ILLINOIS,Cook,12.2,17,6.8,31.7,5.730659026,23.6,27.4,20.6,15.2,1.8,22.594,10.49125,1543.97998,4.23333,79.9867,0.586007,0.836427,0.315662,0.145848,-0.433324,0.000165151,0.0340856,0.000168796,0.000105402,0.144987,6.6
198,160602,17031160600,1606.02,Census Tract 1606.02,-87.700635,41.956093,ILLINOIS,Cook,13.3,16.5,7.5,32.5,8.358874338,24.5,28.3,22.1,15.2,2,22.594,10.49125,1545.130005,4.225,79.9867,0.449736,0.859465,0.087268,0.144269,-0.433324,0.000165151,0.0340856,0.000168796,0.000105402,0.144987,7.5
199,160700,17031160700,1607,Census Tract 1607,-87.701983,41.950419,ILLINOIS,Cook,11.8,15,7.7,31.1,8.484642797,28.1,26.7,25.2,13.9,2.4,23.224,10.494185,1548.290039,4.225,80.0842,0.896246,0.85963,0.203306,0.305302,-0.433324,0.000165151,0.0340856,0.000168796,0.000105402,0.144987,8.8
666,730202,17031730200,7302.02,Census Tract 7302.02,-87.648542,41.726412,ILLINOIS,Cook,13.1,9.9,9.9,40.4,28.89245586,31.5,37.1,45.6,11.9,4.1,22.934,10.664165,1531.52002,4.15833,81.5867,0.620407,0.674227,0.32156,0.85109,-0.473636,0.000165636,0.0340851,0.000324073,0.000097809,0.144624,15.8
671,730700,17031730700,7307,Census Tract 7307,-87.650079,41.703082,ILLINOIS,Cook,18.5,9.8,12.5,43,17.16001716,31.1,41.2,46.7,13.7,4.6,21.844,10.632085,1528.939941,4.15833,81.53,0.689332,0.627931,0.471561,0.739579,-0.4853,0.000161414,0.0340845,0.000315983,0.000099834,0.144635,17.8
298,242200,17031242200,2422,Census Tract 2422,-87.674719,41.899589,ILLINOIS,Cook,8.5,20.9,4.2,28.7,5.571030641,18,22.5,14.2,15.5,1.1,21.886,10.625835,1544.640015,4.21667,79.8433,0.082718,0.455242,0.179229,0.041738,-0.384241,0.000177791,0.0340843,0.000297632,0.000102351,0.144798,3.3
299,242300,17031242300,2423,Census Tract 2423,-87.6796,41.899507,ILLINOIS,Cook,8.4,20.4,4.4,28.4,18.51851852,20.2,22.1,16.1,15.4,1.3,21.812,10.634185,1551.400024,4.21667,80.2317,0.024,0.293303,0.208595,0.051458,-0.384241,0.000177791,0.0340843,0.000297632,0.000102351,0.144798,3.8
306,243000,17031243000,2430,Census Tract 2430,-87.679398,41.892275,ILLINOIS,Cook,10.5,19.3,5.4,30,13.61161525,22,24.8,18.1,14.9,1.5,22.148,10.66125,1553.290039,4.21667,80.36,0.669723,0.791573,0.054025,0.078176,-0.384241,0.000177791,0.0340843,0.000297632,0.000102351,0.144798,5.1
307,243100,17031243100,2431,Census Tract 2431,-87.674507,41.892355,ILLINOIS,Cook,9,18.4,5.4,29,4.460303301,22.4,24.9,18.4,13.9,1.6,21.99,10.665015,1546.76001,4.21667,79.9675,0.386157,0.708221,0.12076,0.110824,-0.384241,0.000177791,0.0340843,0.000297632,0.000102351,0.144798,5.8
541,590500,17031590500,5905,Census Tract 5905,-87.679907,41.826663,ILLINOIS,Cook,14.8,14.1,9.5,33.8,11.96172249,28,29.6,26.4,14.4,2.6,23.096,10.78835,1544.670044,4.18333,81.9033,0.944744,0.947114,0.490045,0.395244,-0.374295,0.000177872,0.0340833,0.000293005,0.000101487,0.144733,10.3
542,590600,17031590600,5906,Census Tract 5906,-87.672925,41.826833,ILLINOIS,Cook,14.2,14.7,9.6,33.4,5.611672278,27.4,31.1,25.5,14.7,2.6,23.096,10.807515,1544.890015,4.18333,81.605,0.864934,0.903729,0.310525,0.330537,-0.374295,0.000177872,0.0340833,0.000293005,0.000101487,0.144733,10.3
651,711000,17031711000,7110,Census Tract 7110,-87.648581,41.739644,ILLINOIS,Cook,21.3,9.7,14,44.6,40.28776978,30.5,43.1,47.2,14.6,4.8,22.994,10.698335,1534.47998,4.16667,81.6675,0.879613,0.499423,0.733877,0.728458,-0.467558,0.000165662,0.0340825,0.000297309,0.000097107,0.144698,18.6
652,711100,17031711100,7111,Census Tract 7111,-87.6583,41.739502,ILLINOIS,Cook,17,10.1,11.2,42.3,31.74603175,31.2,38.6,45.4,13.1,4.1,21.738,10.694185,1534.26001,4.16667,81.7675,0.831392,0.51896,0.285936,0.8653,-0.467558,0.000165662,0.0340825,0.000297309,0.000097107,0.144698,16.4
655,711400,17031711400,7114,Census Tract 7114,-87.652124,41.733657,ILLINOIS,Cook,18.4,10,12,43.2,41.44687265,30.8,40.4,46.1,13.5,4.3,22.172,10.676665,1532.880005,4.16667,81.6275,0.833927,0.518562,0.751419,0.754943,-0.467558,0.000165662,0.0340825,0.000297309,0.000097107,0.144698,17.2
546,600700,17031600700,6007,Census Tract 6007,-87.660629,41.840693,ILLINOIS,Cook,14.5,12.3,8.7,34.2,19.64636542,29.9,25.1,28.8,12.9,2.6,22.776,10.851235,1536.650024,4.18333,80.5492,0.913501,0.85687,0.57273,0.439865,-0.366357,0.000182161,0.034081,0.000256485,0.000103554,0.144763,10.7
794,843200,17031843200,8432,Census Tract 8432,-87.663395,41.84744,ILLINOIS,Cook,12.9,16.2,8.5,32.6,7.194244604,24.7,30.9,22.3,14.2,2.3,23.124,10.804985,1533.599976,4.18333,80.5942,0.858245,0.905939,0.549068,0.186844,-0.366357,0.000182161,0.034081,0.000256485,0.000103554,0.144763,9.1
572,630800,17031630800,6308,Census Tract 6308,-87.698572,41.789965,ILLINOIS,Cook,15.4,15.1,10.1,34.8,14.07063459,24.9,34.1,24,14.9,2.5,23.58,10.739985,1539.670044,4.175,82.4075,0.856694,0.964962,0.475369,0.200725,-0.405142,0.000172349,0.0340804,0.000309238,0.000108814,0.144683,10.3
589,660302,17031660300,6603.02,Census Tract 6603.02,-87.698393,41.783596,ILLINOIS,Cook,19.8,14.1,11.9,38.2,9.046499005,25.2,37.7,28,15.8,2.8,23.784,10.723335,1538.829956,4.175,82.3675,0.96837,0.982413,0.517251,0.258348,-0.405142,0.000172349,0.0340804,0.000309238,0.000108814,0.144683,11.8
415,390400,17031390400,3904,Census Tract 3904,-87.604058,41.805924,ILLINOIS,Cook,16.6,9,12.7,40.8,27.26653033,32.4,39.9,47.8,13.7,5,20.884,10.686685,1508.969971,4.18333,81.7008,0.94437,0.652754,0.836929,0.854564,-0.467014,0.000167324,0.03408,0.00037357,0.000106009,0.14469,18.7
738,836300,17031836300,8363,Census Tract 8363,-87.601758,41.801532,ILLINOIS,Cook,10.6,13.3,7.4,36.1,0,26,31.9,32.6,13.5,2.7,19.27,10.6975,1509.939941,4.18333,81.9675,0.776219,0.360975,0.36545,0.452469,-0.467014,0.000167324,0.03408,0.00037357,0.000106009,0.14469,10.4
798,843600,17031843600,8436,Census Tract 8436,-87.608949,41.806765,ILLINOIS,Cook,15.7,11,9.7,41.5,42.75026719,26.7,38.1,38.4,13.9,3.2,20.884,10.708735,1512.640015,4.18333,81.6508,0.812544,0.65701,0.851937,0.511354,-0.467014,0.000167324,0.03408,0.00037357,0.000106009,0.14469,12.8
557,611600,17031611600,6116,Census Tract 6116,-87.676743,41.797596,ILLINOIS,Cook,24.3,12.2,13.6,44.1,12.4300808,27.2,42.7,38.4,15.4,3.6,23.916,10.759165,1541.26001,4.175,81.9525,0.94293,0.957191,0.723382,0.487245,-0.409076,0.000173626,0.0340798,0.000236021,0.000109649,0.144678,15.2
558,611700,17031611700,6117,Census Tract 6117,-87.671976,41.797599,ILLINOIS,Cook,25.7,11.8,14.9,44,35.1758794,27.3,43.5,38.4,16.3,3.9,23.638,10.759165,1543.619995,4.175,81.9525,0.979975,0.979818,0.553042,0.441663,-0.409076,0.000173626,0.0340798,0.000236021,0.000109649,0.144678,16
601,670400,17031670400,6704,Census Tract 6704,-87.67177,41.7903,ILLINOIS,Cook,25.9,10.6,14.9,45.9,20.44989775,29.2,43.6,44.6,15.6,4.4,23.638,10.749985,1542.089966,4.175,82.0025,0.973369,0.917431,0.559203,0.662845,-0.409076,0.000173626,0.0340798,0.000236021,0.000109649,0.144678,17.6
15,20302,17031020300,203.02,Census Tract 203.02,-87.694963,42.008541,ILLINOIS,Cook,11.6,13.5,8.2,31,8.602150538,30.7,26.7,29.9,14.2,2.7,22.754,10.465835,1513.469971,4.24167,79.4658,0.783517,0.764169,0.760073,0.598166,-0.476333,0.000156,0.0340792,0.000299304,0.000104238,0.145239,9.3
19,20602,17031020600,206.02,Census Tract 206.02,-87.693637,42.001316,ILLINOIS,Cook,15.6,12.1,9.9,34.2,13.82488479,30.1,27.7,30.2,14.2,2.9,22.392,10.46625,1514.48999,4.23333,79.5283,0.83563,0.840518,0.625467,0.308927,-0.476333,0.000156,0.0340792,0.000299304,0.000104238,0.145239,11.2
490,491100,17031491100,4911,Census Tract 4911,-87.637696,41.699757,ILLINOIS,Cook,15.9,9.1,12,41.2,37.66061143,33.6,38.8,49.3,12.6,4.8,21.902,10.6379,1529.27002,4.15833,81.3942,0.793004,0.619076,0.634162,0.937696,-0.491086,0.000161711,0.0340779,0.000289947,9.84E-05,0.144571,18.5
338,260500,17031260500,2605,Census Tract 2605,-87.737728,41.876664,ILLINOIS,Cook,27.6,10.2,15.9,47.2,191.3133402,28.6,44.8,45.2,16.8,4.6,23.052,10.637085,1551.280029,4.21667,82.7375,0.941157,0.860563,0.973181,0.602449,-0.38496,0.00017365,0.0340771,0.000270725,0.000104806,0.144875,18
339,260600,17031260600,2606,Census Tract 2606,-87.732867,41.877108,ILLINOIS,Cook,30.5,9.4,18.9,47.8,157.3849879,31,47.4,49.6,17.2,5.7,23.052,10.632915,1551.72998,4.21667,82.6942,0.96524,0.670657,0.980713,0.629744,-0.38496,0.00017365,0.0340771,0.000270725,0.000104806,0.144875,21.7
343,261000,17031261000,2610,Census Tract 2610,-87.732009,41.871338,ILLINOIS,Cook,23.9,10.1,14.5,46.2,185.424752,29.2,44.5,46.1,15.2,4.5,23.052,10.632915,1551.579956,4.20833,82.6942,0.883228,0.629208,0.875654,0.671797,-0.38496,0.00017365,0.0340771,0.000270725,0.000104806,0.144875,18
220,190300,17031190300,1903,Census Tract 1903,-87.761463,41.934986,ILLINOIS,Cook,16,14.9,10.4,33.1,13.80738695,29.2,31.1,27.3,15.9,2.8,24.454,10.481265,1543.680054,4.23333,81.3833,0.825493,0.915344,0.453646,0.37929,-0.416707,0.000162048,0.0340765,0.000225307,9.94E-05,0.145047,10.4
234,200100,17031200100,2001,Census Tract 2001,-87.737604,41.935048,ILLINOIS,Cook,12.8,15,8.9,32.4,18.37390905,27.5,30.6,25,14,2.5,24.39,10.520815,1545.560059,4.225,81.2958,0.620684,0.926849,0.650334,0.316849,-0.411189,0.000165199,0.0340742,0.000204361,0.000100828,0.144978,10
646,710500,17031710500,7105,Census Tract 7105,-87.670787,41.747532,ILLINOIS,Cook,20.2,10,12.9,44.8,50.93378608,30.1,42.8,45.8,14.5,4.3,22.744,10.7025,1535.540039,4.16667,81.8933,0.737747,0.733511,0.702088,0.657395,-0.458326,0.000164911,0.0340734,0.000319638,0.000101025,0.1447,17.4
647,710600,17031710600,7106,Census Tract 7106,-87.660943,41.74766,ILLINOIS,Cook,21.9,10,13.7,45.2,43.52557127,29.5,43,45.7,14.9,4.5,22.944,10.704185,1536.420044,4.16667,81.8042,0.849119,0.698377,0.849292,0.665111,-0.458326,0.000164911,0.0340734,0.000319638,0.000101025,0.1447,17.6
653,711200,17031711200,7112,Census Tract 7112,-87.669825,41.740556,ILLINOIS,Cook,18,9.2,12.6,42.8,29.15451895,32.9,41,48.7,13.5,4.6,21.616,10.684565,1533.859985,4.16667,81.86,0.803349,0.518562,0.326738,0.865918,-0.458326,0.000164911,0.0340734,0.000319638,0.000101025,0.1447,18.7
439,420700,17031420700,4207,Census Tract 4207,-87.610693,41.776691,ILLINOIS,Cook,26.1,9.5,16.3,47.1,39.86507206,30.1,46.8,48.5,15.9,5.1,21.844,10.7671,1531.73999,4.175,82.0417,0.896966,0.860248,0.953562,0.564432,-0.466073,0.000168155,0.03407,0.000399881,9.69E-05,0.144582,20.1
718,834000,17031834000,8340,Census Tract 8340,-87.629499,41.727536,ILLINOIS,Cook,19.5,10.6,11.9,44.3,57.81938326,28.1,40.9,42.3,14.6,3.9,23.038,10.699585,1531,4.15,81.3192,0.753175,0.516874,0.581868,0.560822,-0.47526,0.000166028,0.0340671,0.000272791,9.19E-05,0.144572,15.2
13,20200,17031020200,202,Census Tract 202,-87.699519,42.01569,ILLINOIS,Cook,12.3,12.8,8.2,31.7,5.991611744,31.2,25,29.5,14,2.6,22.81,10.44375,1517.300049,4.24167,79.4792,0.803224,0.710816,0.591504,0.506151,-0.485208,0.00015261,0.0340652,0.00030116,0.000103914,0.145298,9.7
217,180100,17031180100,1801,Census Tract 1801,-87.798673,41.934479,ILLINOIS,Cook,14,14.8,9.4,32.2,12.99545159,30.2,29.3,28.7,15.5,2.8,23.888,10.31085,1537.689941,4.23333,81.0692,0.756083,0.856953,0.487304,0.544291,-0.435853,0.000157898,0.0340652,0.000257413,0.000100608,0.14511,9.7
207,170200,17031170200,1702,Census Tract 1702,-87.781519,41.949353,ILLINOIS,Cook,11.9,16.1,7.5,30.6,10.27749229,29.2,26.2,25.5,15.3,2.2,23.586,10.36,1544.97998,4.23333,80.7517,0.406722,0.787289,0.113754,0.469946,-0.430689,0.000159485,0.034065,0.000272637,9.80E-05,0.145096,7.8
216,171100,17031171100,1711,Census Tract 1711,-87.781287,41.942053,ILLINOIS,Cook,13.3,15.5,8.5,31.4,12.16545012,29.4,27.4,26.7,15.5,2.5,23.868,10.378315,1544.47998,4.23333,80.9858,0.234278,0.805165,0.223451,0.414713,-0.430689,0.000159485,0.034065,0.000272637,9.80E-05,0.145096,8.7
227,190800,17031190800,1908,Census Tract 1908,-87.751362,41.927819,ILLINOIS,Cook,16.6,14.6,11.2,34.4,21.10977081,27.4,34.1,26.3,15.6,2.8,24.402,10.530435,1542.47998,4.225,81.635,0.954285,0.960555,0.542907,0.287385,-0.405049,0.000163277,0.034065,0.000252768,0.000100945,0.144978,11.4
186,150800,17031150800,1508,Census Tract 1508,-87.752118,41.949709,ILLINOIS,Cook,14.1,15.9,8.5,32.2,41.66666667,27.5,28.4,24.5,15.4,2.3,24.154,10.45,1545.219971,4.23333,80.8692,0.832819,0.871931,0.348628,0.282319,-0.426177,0.000161334,0.0340647,0.000224215,0.000101973,0.145049,8.4
187,151001,17031151000,1510.01,Census Tract 1510.01,-87.754353,41.942383,ILLINOIS,Cook,12.9,15.4,8.6,32,3.547357219,27.8,29.3,25.1,14.8,2.4,24.154,10.455415,1544.280029,4.23333,81.1217,0.820895,0.903619,0.378603,0.314844,-0.426177,0.000161334,0.0340647,0.000224215,0.000101973,0.145049,9
560,611900,17031611900,6119,Census Tract 6119,-87.659823,41.797743,ILLINOIS,Cook,28.5,11.1,15.6,46.4,102.6894866,27.8,44.8,42.5,16.5,4.2,23.12,10.7754,1546.319946,4.175,81.6383,0.969768,0.948514,0.703846,0.515679,-0.424193,0.000171851,0.0340647,0.000286644,9.87E-05,0.144661,16.9
561,612000,17031612000,6120,Census Tract 6120,-87.652536,41.797847,ILLINOIS,Cook,23,10.5,13.6,44.7,58.25242718,28.8,42.6,43.7,15.1,4.2,22.344,10.787485,1548.780029,4.175,81.5758,0.7877,0.656351,0.798231,0.669051,-0.424193,0.000171851,0.0340647,0.000286644,9.87E-05,0.144661,16.8
598,670100,17031670100,6701,Census Tract 6701,-87.657208,41.790494,ILLINOIS,Cook,27.1,10.1,16,46.5,85.75197889,29.8,44.7,46.4,16.4,4.8,22.344,10.770815,1545.920044,4.175,81.76,0.991123,0.856692,0.193864,0.702455,-0.424193,0.000171851,0.0340647,0.000286644,9.87E-05,0.144661,18.9
616,680500,17031680500,6805,Census Tract 6805,-87.652352,41.790564,ILLINOIS,Cook,25.5,9.8,15.9,46.7,27.00877785,29.5,45.7,47.3,15.7,5,22.344,10.779565,1547.140015,4.175,81.6908,0.932349,0.731726,0.822197,0.599511,-0.424193,0.000171851,0.0340647,0.000286644,9.87E-05,0.144661,19.4
24,20901,17031020900,209.01,Census Tract 209.01,-87.686085,41.994236,ILLINOIS,Cook,18.6,13.1,10.4,37.2,11.49205133,27,31.3,29.2,15.1,2.7,21.48,10.447515,1505.599976,4.23333,79.5208,0.680289,0.89302,0.753897,0.141276,-0.473866,0.000157549,0.0340645,0.000281476,0.000102364,0.145157,11
516,550100,17031550100,5501,Census Tract 5501,-87.53533,41.665033,ILLINOIS,Cook,16.1,14,11.1,33.1,19.61375981,31.7,31.7,31.5,15.9,3.2,20.2,10.732065,1514.920044,4.13333,77.4067,0.892659,0.817206,0.666796,0.620298,-0.511164,0.000162563,0.0340613,0.00027713,0.000098198,0.144441,11.4
300,242400,17031242400,2424,Census Tract 2424,-87.68449,41.899422,ILLINOIS,Cook,9.6,19,5.4,28.6,14.47178003,22.3,23,19.1,16.1,1.7,21.812,10.634185,1555.719971,4.21667,80.2317,0.465219,0.561934,0.216556,0.073151,-0.380785,0.000177379,0.0340604,0.000299728,0.000100695,0.144803,4.5
301,242500,17031242500,2425,Census Tract 2425,-87.689319,41.899446,ILLINOIS,Cook,12.5,17.6,6.9,31,29.0866783,23.5,27.5,21,16,1.9,21.812,10.6404,1555.420044,4.21667,80.6275,0.772951,0.789102,0.362335,0.101269,-0.380785,0.000177379,0.0340604,0.000299728,0.000100695,0.144803,6.6
